1999-11-01,20.3100,20.3100,20.3100,20.3100,20.3100,0
1999-11-02,20.5600,20.5600,20.5600,20.5600,20.5600,0
1999-11-03,21.3100,21.3100,21.3100,21.3100,21.3100,0
1999-11-04,20.6300,20.6300,20.6300,20.6300,20.6300,0
1999-11-05,21.2500,21.2500,21.2500,21.2500,21.2500,0
1999-11-08,21.4400,21.4400,21.4400,21.4400,21.4400,0
1999-11-09,21.0600,21.0600,21.0600,21.0600,21.0600,0
1999-11-10,23.0000,23.0000,23.0000,23.0000,23.0000,0
1999-11-11,28.2500,28.2500,28.2500,28.2500,28.2500,0
1999-11-12,26.5600,26.5600,26.5600,26.5600,26.5600,0
1999-11-15,25.5600,25.5600,25.5600,25.5600,25.5600,0
1999-11-16,25.7500,25.7500,25.7500,25.7500,25.7500,0
1999-11-17,26.6900,26.6900,26.6900,26.6900,26.6900,0
1999-11-18,26.0000,26.0000,26.0000,26.0000,26.0000,0
1999-11-19,27.1300,27.1300,27.1300,27.1300,27.1300,0
1999-11-22,26.9400,26.9400,26.9400,26.9400,26.9400,0
1999-11-23,26.8100,26.8100,26.8100,26.8100,26.8100,0
1999-11-24,27.2500,27.2500,27.2500,27.2500,27.2500,0
1999-11-26,27.6900,27.6900,27.6900,27.6900,27.6900,0
1999-11-29,30.5000,30.5000,30.5000,30.5000,30.5000,0
1999-11-30,28.2500,28.2500,28.2500,28.2500,28.2500,0
1999-12-01,27.5000,25.1315,0.41099999999999925,31.300291658527282,18.962708341472716,3.084395829263642
1999-12-02,30.5000,25.4785,-1.4309999999999998,31.33753629582455,19.619463704175452,2.929518147912275
1999-12-03,31.0000,25.938,1.45,31.861649657361404,20.014350342638593,2.9618248286807027
1999-12-06,31.4400,26.4565,2.081,32.23755535803209,20.675444641967907,2.8905276790160466
1999-12-07,31.7500,26.966,0.5640000000000007,32.609509173331226,21.322490826668776,2.8217545866656124
1999-12-08,29.7500,27.481499999999993,0.725,32.87777269023428,22.085227309765703,2.6981363451171454
1999-12-09,29.3800,27.915999999999997,-0.6200000000000007,32.468696829468506,23.363303170531488,2.2763484147342554
1999-12-10,29.2500,28.234999999999996,-1.2970000000000006,32.19252447876194,24.277475521238053,1.9787622393809725
1999-12-13,29.0700,28.28499999999999,-0.425,32.26850546497349,24.301494535026496,1.9917527324867468
1999-12-14,27.6300,28.410499999999995,-0.39199999999999946,32.32269671768876,24.49830328231123,1.9560983588443819
1999-12-15,27.1300,28.514,-1.2220000000000006,32.21235468396706,24.815645316032946,1.8491773419835273
1999-12-16,29.5000,28.583000000000006,-1.2320000000000007,32.1118352036808,25.054164796319217,1.764417601840395
1999-12-17,28.8100,28.7235,0.9470000000000006,32.15747437381236,25.28952562618764,1.716987186906181
1999-12-20,29.2500,28.863999999999997,0.7959999999999997,32.049760423146125,25.678239576853866,1.5928802115730654
1999-12-21,30.0600,28.97,-0.10700000000000003,32.05222749254325,25.887772507456745,1.5411137462716273
1999-12-22,28.8100,29.125999999999998,0.868,32.089144844320145,26.162855155679853,1.4815724221600723
1999-12-23,28.6300,29.226,-0.05200000000000066,31.9882294580551,26.4637705419449,1.3811147290275498
1999-12-27,28.9400,29.295000000000005,-0.8019999999999999,31.914662493327604,26.675337506672406,1.3098312466637994
1999-12-28,28.7500,29.357499999999998,0.07800000000000154,31.873527570763503,26.841472429236493,1.258013785381753
1999-12-29,28.4400,29.27,0.010000000000000495,31.740030896887518,26.79996910311248,1.2350154484437585
1999-12-30,28.4400,29.279499999999995,-0.41199999999999976,31.73442823348849,26.8245717665115,1.2274641167442482
1999-12-31,28.9400,29.3265,-0.19199999999999912,31.671512849252196,26.981487150747803,1.1725064246260974
2000-01-03,31.0000,29.2485,0.28100000000000025,31.532137679806404,26.964862320193596,1.1418188399032025
2000-01-04,29.2500,29.2485,1.4859999999999993,31.532137679806404,26.964862320193596,1.1418188399032023
2000-01-05,29.3100,29.139,0.20499999999999935,31.176995919628165,27.101004080371833,1.0189979598140828
2000-01-06,32.0000,29.017000000000003,-0.7580000000000009,30.648468179601625,27.38553182039838,0.8157340898008112
2000-01-07,32.5000,29.1295,1.7309999999999999,31.21962188010274,27.03937811989726,1.0450609400513697
2000-01-10,35.0000,29.285500000000003,1.9510000000000005,31.863205834345933,26.70779416565407,1.2888529171729657
2000-01-11,34.0600,29.573,1.9,33.20220376942381,25.94379623057619,1.8146018847119054
2000-01-12,36.2500,29.822499999999998,1.2610000000000015,33.95702663872368,25.68797336127631,2.0672633193618437
2000-01-13,37.7500,30.253499999999995,1.3190000000000002,35.1522314147322,25.354768585267788,2.4493657073661033
2000-01-14,40.3800,30.784499999999998,2.419999999999999,36.49304382759552,25.075956172404474,2.854271913797762
2000-01-18,39.0000,31.32849999999999,2.8530000000000015,38.426245453756124,24.230754546243862,3.5488727268780647
2000-01-19,39.1900,31.837999999999994,1.025,39.605851697863436,24.07014830213655,3.8839258489317223
2000-01-20,39.0000,32.334999999999994,-0.08200000000000285,40.65778672965782,24.012213270342166,4.161393364828913
2000-01-21,37.8800,32.782000000000004,0.275,41.53927811594448,24.02472188405553,4.378639057972237
2000-01-24,34.5000,33.23550000000001,-0.6419999999999974,42.06579110803442,24.4052088919656,4.415145554017205
2000-01-25,40.0000,33.52900000000001,-2.838,42.101197163535524,24.956802836464497,4.2860985817677575
2000-01-26,37.0000,34.08200000000001,1.1599999999999988,42.83283057712088,25.331169422879135,4.375415288560437
2000-01-27,36.9400,34.4945,1.0310000000000001,42.96018671632416,26.02881328367584,4.23284335816208
